"decision","reason","flag","stage","year","title","venue","methods","tasks","cites","doi","doc_id"
"","","","in_field","2019","Applying Machine Learning to Design for Reliability Coverage","IEEE International Reliability Physics Symposium Proceedings","classical_ml","reliability_analysis:reliability","2","10.1109/IRPS.2019.8720569","2-s2.0-85066744372"
"","","","in_field","2019","DRIS-3: Deep neural network reliability improvement scheme in 3D die-stacked memory based on fault analysis","Proceedings Design Automation Conference","deep_learning","reliability_analysis:reliability","32","10.1145/3316781.3317805","2-s2.0-85067813009"
"","","","in_field","2019","IP Session on Machine Learning Applications in IC Test-Related Tasks","Proceedings of the IEEE VLSI Test Symposium","classical_ml","verification:ic test","0","10.1109/VTS.2019.8758634","2-s2.0-85069189332"
"","","","in_field","2019","Predictive Modeling and Design Automation of Inorganic Printed Electronics","Proceedings of the 2019 Design Automation and Test in Europe Conference and Exhibition Date 2019","general_ml_signals","logic_synthesis:design automation","12","10.23919/DATE.2019.8715159","2-s2.0-85066628983"
"","","","in_field","2020","Aadam: A Fast, Accurate, and Versatile Aging-Aware Cell Library Delay Model using Feed-Forward Neural Network","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","deep_learning","reliability_analysis:aging","39","10.1145/3400302.3415605","2-s2.0-85097962218"
"","","","in_field","2020","Dynamic Thermal Management with Proactive Fan Speed Control Through Reinforcement Learning","Proceedings of the 2020 Design Automation and Test in Europe Conference and Exhibition Date 2020","reinforcement_learning","thermal_management:thermal management","28","10.23919/DATE48585.2020.9116510","2-s2.0-85087407483"
"","","","in_field","2020","Exploring a bayesian optimization framework compatible with digital standard flow for soft-error-tolerant circuit","Proceedings Design Automation Conference","bayesian_probabilistic","reliability_analysis:soft-error","5","10.1109/DAC18072.2020.9218696","2-s2.0-85093922771"
"","","","in_field","2020","GridNet: Fast Data-Driven EM-Induced IR Drop Prediction and Localized Fixing for On-Chip Power Grid Networks*","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","general_ml_signals","power_analysis:ir drop","25","10.1145/3400302.3415714","2-s2.0-85097961763"
"","","","in_field","2020","Machine learning for circuit aging simulation","Technical Digest International Electron Devices Meeting Iedm","classical_ml","reliability_analysis:aging","11","10.1109/IEDM13553.2020.9371931","2-s2.0-85102934184"
"","","","in_field","2020","Power device degradation estimation by machine learning of gate waveforms","International Conference on Simulation of Semiconductor Processes and Devices SISPAD","classical_ml","reliability_analysis:degradation","7","10.23919/SISPAD49475.2020.9241607","2-s2.0-85096243690"
"","","","in_field","2020","Reliability on evolutionary FinFET CMOS technology and beyond","Technical Digest International Electron Devices Meeting Iedm","evolutionary_optimization","reliability_analysis:reliability","25","10.1109/IEDM13553.2020.9371930","2-s2.0-85102942770"
"","","","in_field","2020","Security Evaluation of Deep Neural Network Resistance against Laser Fault Injection","Proceedings of the International Symposium on the Physical and Failure Analysis of Integrated Circuits IPFA","deep_learning","reliability_analysis:fault injection","22","10.1109/IPFA49335.2020.9261013","2-s2.0-85098195835"
"","","","in_field","2021","Combining architectural simulation and software fault injection for a fast and accurate CNNs reliability evaluation on GPUs","Proceedings of the IEEE VLSI Test Symposium","deep_learning","reliability_analysis:reliability","18","10.1109/VTS50974.2021.9441044","2-s2.0-85107506748"
"","","","in_field","2021","EMGraph: Fast Learning-Based Electromigration Analysis for Multi-Segment Interconnect Using Graph Convolution Networks","Proceedings Design Automation Conference","general_ml_signals; graph_neural_networks","reliability_analysis:electromigration","24","10.1109/DAC18074.2021.9586239","2-s2.0-85119420575"
"","","","in_field","2021","GATPS: An attention-based graph neural network for predicting SDC-causing instructions","Proceedings of the IEEE VLSI Test Symposium","deep_learning; graph_neural_networks","reliability_analysis:sdc","8","10.1109/VTS50974.2021.9441056","2-s2.0-85107472880"
"","","","in_field","2021","HTnet: Transfer Learning for Golden Chip-Free Hardware Trojan Detection","Proceedings Design Automation and Test in Europe Date","transfer_learning","security_analysis:hardware trojan","45","10.23919/DATE51398.2021.9474076","2-s2.0-85104099131"
"","","","in_field","2021","Physical Reliability of Electronics Based on Surrogate Modeling Methods","Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems Itherm","bayesian_probabilistic","reliability_analysis:reliability","3","10.1109/ITherm51669.2021.9503248","2-s2.0-85123632612"
"","","","in_field","2021","Special session: Machine learning for semiconductor test and reliability","Proceedings of the IEEE VLSI Test Symposium","classical_ml","reliability_analysis:reliability","13","10.1109/VTS50974.2021.9441052","2-s2.0-85107503418"
"","","","in_field","2022","A Hardware-based Evolutionary Algorithm with Multi-Objective Optimization Operators for On-Chip Transient Fault Detection","Proceedings of the IEEE VLSI Test Symposium","evolutionary_optimization","reliability_analysis:transient fault","2","10.1109/VTS52500.2021.9794161","2-s2.0-85132560112"
"","","","in_field","2022","A Multi-level Approach to Evaluate the Impact of GPU Permanent Faults on CNN's Reliability","Proceedings International Test Conference","deep_learning","reliability_analysis:reliability","32","10.1109/ITC50671.2022.00036","2-s2.0-85146149515"
"","","","in_field","2022","A Reliability Concern on Photonic Neural Networks","Proceedings of the 2022 Design Automation and Test in Europe Conference and Exhibition Date 2022","deep_learning","reliability_analysis:reliability","7","10.23919/DATE54114.2022.9774661","2-s2.0-85130783399"
"","","","in_field","2022","Machine Learning Assisted Counterfeit IC Detection through Non-destructive Infrared (IR) Spectroscopy Material Characterization","Proceedings Electronic Components and Technology Conference","classical_ml","security_analysis:counterfeit","7","10.1109/ECTC51906.2022.00355","2-s2.0-85134663696"
"","","","in_field","2022","Symbolic Distillation for Learned TCP Congestion Control","Advances in Neural Information Processing Systems","symbolic_reasoning","routing:congestion","11","","2-s2.0-85163173949"
"","","","in_field","2022","Worst-case dynamic power distribution network noise prediction using convolutional neural network","Proceedings Design Automation Conference","deep_learning","power_analysis:dynamic power","7","10.1145/3489517.3530600","2-s2.0-85137421948"
"","","","in_field","2023","Cross-coupled Self-Heating and Consequent Reliability Issues in GaN-Si Hetero-integration: Thermal Keep-Out-Zone Quantified","IEEE International Reliability Physics Symposium Proceedings","generative_adversarial","reliability_analysis:reliability","2","10.1109/IRPS48203.2023.10118187","2-s2.0-85160395922"
"","","","in_field","2023","Fast Full-Chip Parametric Thermal Analysis Based on Enhanced Physics Enforced Neural Networks","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","deep_learning","thermal_management:thermal analysis","26","10.1109/ICCAD57390.2023.10323696","2-s2.0-85181403662"
"","","","in_field","2023","Thermal-Aware SoC Macro Placement and Multi-chip Module Design Optimization with Bayesian Optimization","Proceedings Electronic Components and Technology Conference","bayesian_probabilistic","placement:placement; design_space_exploration:design optimization; thermal_management:thermal-aware","5","10.1109/ECTC51909.2023.00160","2-s2.0-85168315138"
"","","","in_field","2024","Fast, Scalable, and Highly Accurate Thermal Modeling for Use in GaN/GaAs RF Circuit Modeling Platforms","IEEE International Reliability Physics Symposium Proceedings","generative_adversarial","analog_circuit_design:rf circuit; calibration:circuit modeling; thermal_management:thermal model","0","10.1109/IRPS48228.2024.10529446","2-s2.0-85194107369"
"","","","in_field","2024","Older and Wiser: The Marriage of Device Aging and Intellectual Property Protection of DNNs","Proceedings Design Automation Conference","deep_learning","reliability_analysis:aging","1","10.1145/3649329.3656223","2-s2.0-85201761448"
"","","","in_field","2024","Post-silicon Trace Signal Selection Using Genetic Algorithm","Proceedings of the Asian Test Symposium","evolutionary_optimization","verification:post-silicon","0","10.1109/ATS64447.2024.10915396","2-s2.0-105001125159"
"","","","in_field","2024","Reliability Enhancement of Memristor-Based Neural Networks with Fault-Injected Training","Proceedings of the Asian Test Symposium","deep_learning","reliability_analysis:reliability","2","10.1109/ATS64447.2024.10915534","2-s2.0-105001149395"
"","","","in_field","2024","Towards SEU Fault Propagation Prediction with Spatio-Temporal Graph Convolutional Networks","Proceedings Design Automation and Test in Europe Date","graph_neural_networks","reliability_analysis:seu","2","10.23919/DATE58400.2024.10546750","2-s2.0-85196539741"
"","","","in_field","2025","A Deep Learning-Accelerated Unified Electro-Thermal Modeling Framework for Wide-Bandgap Power Devices","Technical Digest International Electron Devices Meeting Iedm","deep_learning","thermal_management:thermal model","2","10.1109/IEDM50572.2025.11353478","2-s2.0-105033531936"
"","","","in_field","2025","Adaptive Graph Learning for Efficient Thermal Analysis of Multi-Stacking Chiplet Systems under Interface Variations","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","graph_neural_networks","thermal_management:thermal analysis","0","10.1109/ICCAD66269.2025.11240700","2-s2.0-105029426013"
"","","","in_field","2025","CFIRSTNET: Comprehensive Features for Static IR Drop Estimation with Neural Network","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","deep_learning","power_analysis:ir drop","0","10.1145/3676536.3676756","2-s2.0-105003631102"
"","","","in_field","2025","Enhanced Power Estimation of Digital VLSI Circuits Using Machine Learning","2025 IEEE 9th International Test Conference India Itc India 2025","classical_ml","power_analysis:power estimation","3","10.1109/ITCIndia66078.2025.11141574","2-s2.0-105016612836"
"","","","in_field","2025","ISO 26262-Aligned Functional Safety Verification Framework with Explainable Graph Neural Network","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","deep_learning; graph_neural_networks","verification:verification","1","10.1109/ICCAD66269.2025.11240753","2-s2.0-105029361261"
"","","","in_field","2025","LLM-Aided In-Field Workload Generation for Detecting Silent Data Corruptions at Scale","Proceedings International Test Conference","llm_foundation_models","reliability_analysis:silent data","4","10.1109/ITC58126.2025.00018","2-s2.0-105024530250"
"","","","in_field","2025","LoRaDoctor: LLM-Driven Diagnosis and Adaptive Policy Optimization for Reducing Packet Error Rate in LoRaWAN Networks","Proceedings 2025 24th International Conference on Machine Learning and Applications Icmla 2025","llm_foundation_models","fault_diagnosis:diagnosis; reliability_analysis:error rate","0","10.1109/ICMLA66185.2025.00181","2-s2.0-105036995019"
"","","","in_field","2025","Robust Technology-Transferable Static IR Drop Prediction Based on Image-to-Image Machine Learning","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","classical_ml","power_analysis:ir drop","1","10.1145/3658617.3697747","2-s2.0-105000300418"
"","","","in_field","2025","ThePlace: Thermal-Aware Placement With Operator Learning-Based Ultra-Fast Simulator","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","general_ml_signals","placement:placement; thermal_management:thermal-aware","2","10.1145/3658617.3697729","2-s2.0-105000389583"
"","","","in_field","2025","VeriRL: Boosting the LLM-based Verilog Code Generation via Reinforcement Learning","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","llm_foundation_models; reinforcement_learning","logic_synthesis:verilog","1","10.1109/ICCAD66269.2025.11241003","2-s2.0-105029415873"
"","","","in_field","2026","A Physics-Informed Machine Learning Framework for Electromigration Time-to-Failure Prediction","Proceedings of the IEEE VLSI Test Symposium","classical_ml","reliability_analysis:electromigration","0","10.1109/VTS69484.2026.11563372","2-s2.0-105043114535"
"","","","in_field","2026","Accelerated Reliability Characterization of Ferroelectric Capacitors Using Physics-Informed Bayesian Active Learning","IEEE International Reliability Physics Symposium Proceedings","bayesian_probabilistic","reliability_analysis:reliability","0","10.1109/IRPS61424.2026.11499212","2-s2.0-105040921607"
"","","","in_field","2026","AutoVeriFix: Automatically Correcting Errors and Enhancing Functional Correctness in LLM-Generated Verilog Code","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","llm_foundation_models","logic_synthesis:verilog","0","10.1109/ASP-DAC66049.2026.11420300","2-s2.0-105041711042"
"","","","in_field","2026","Focus Session: Do Agentic LLMs Change the Paradigm of Hardware Test Generation?","Proceedings Design Automation and Test in Europe Date","llm_foundation_models","test_generation:test generation","0","10.23919/DATE69613.2026.11539747","2-s2.0-105041988264"
"","","","in_field","2026","Reliability Evaluation of Vector-Accelerated Neural Network Inference on a Fault-Tolerant RISC-V SoC for Space Applications","Proceedings of the IEEE VLSI Test Symposium","deep_learning","reliability_analysis:reliability","0","10.1109/VTS69484.2026.11563403","2-s2.0-105043159555"
"","","","in_field","2026","VeriRepair: Toward Reliable LLM-Based RTL Repair via CoT-Supervised Multi-Objective Fine-Tuning and Hybrid Retrieval","Proceedings Design Automation and Test in Europe Date","llm_foundation_models","logic_synthesis:rtl","0","10.23919/DATE69613.2026.11539570","2-s2.0-105041933875"
"","","","packaging","2018","Data Driven Prediction Model (DDPM) for Server Inlet Temperature Prediction in Raised-floor Data Centers","Proceedings of the 17th Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems Itherm 2018","general_ml_signals","thermal_management:temperature prediction","19","10.1109/ITHERM.2018.8419650","2-s2.0-85051075510"
"","","","packaging","2018","Hybridizing Nature-Inspired Algorithms to Derive Accurate Surrogate Thermal Model: Genetic and Particle Swarm Optimization","Proceedings of the 17th Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems Itherm 2018","evolutionary_optimization","thermal_management:thermal model","0","10.1109/ITHERM.2018.8419587","2-s2.0-85051065602"
"","","","packaging","2020","Machine learning based temperature estimation for test scheduling of 3D ICs","2020 IEEE International Test Conference India Itc India 2020","classical_ml","test_generation:test scheduling","2","10.1109/ITCIndia49857.2020.9171785","2-s2.0-85092135072"
"","","","packaging","2021","Assessing the impact of novel polymers and thermal management in a power electronics module using machine learning approaches","Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems Itherm","classical_ml","thermal_management:thermal management","8","10.1109/ITherm51669.2021.9503255","2-s2.0-85125352847"
"","","","packaging","2022","LHNN: Lattice Hypergraph Neural Network for VLSI Congestion Prediction","Proceedings Design Automation Conference","deep_learning","routing:congestion","49","10.1145/3489517.3530675","2-s2.0-85137462370"
"","","","packaging","2023","MOELA: A Multi-Objective Evolutionary/Learning Design Space Exploration Framework for 3D Heterogeneous Manycore Platforms","Proceedings Design Automation and Test in Europe Date","evolutionary_optimization","design_space_exploration:design space exploration","4","10.23919/DATE56975.2023.10137276","2-s2.0-85162679394"
"","","","packaging","2024","Image driven deep learning based compact model to predict critical heat flux in direct immersion cooling via pool boiling","Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems Itherm","deep_learning","calibration:compact model","4","10.1109/ITherm55375.2024.10709410","2-s2.0-85207848281"
"","","","packaging","2024","PCM-impregnated heat sinks for transient thermal management of GaN electronic chips","Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems Itherm","generative_adversarial","thermal_management:thermal management","4","10.1109/ITherm55375.2024.10709454","2-s2.0-85207840244"
"","","","packaging","2024","Reinforcement Learning-Based Optimization of Back-Side Power Delivery Networks in VLSI Design for IR -Drop Reduction","Proceedings Design Automation and Test in Europe Date","general_ml_signals; reinforcement_learning","power_analysis:power delivery","2","10.23919/DATE58400.2024.10546599","2-s2.0-85196501412"
"","","","packaging","2025","AI-Driven Automatic Routing for UCIe Bridge with Heterogeneous Configurations in Advanced System-in-Package","Proceedings Electronic Components and Technology Conference","general_ml_signals","routing:routing","3","10.1109/ECTC51687.2025.00299","2-s2.0-105010597707"
"","","","packaging","2025","Deep Learning Powered 3D X-Ray Nanotomography for Failure Analysis of Advanced Semiconductor Packages","Proceedings of the International Symposium on the Physical and Failure Analysis of Integrated Circuits IPFA","deep_learning","fault_diagnosis:failure analysis","0","10.1109/IPFA65338.2025.11256588","2-s2.0-105030097448"
"","","","packaging","2025","Enhancing Thermal Management through Deep Learning-Based Analysis of Bubble Dynamics in Flow Boiling","Intersociety Conference on Thermal and Thermomechanical Phenomena in Electronic Systems Itherm","deep_learning; general_ml_signals","thermal_management:thermal management","1","10.1109/ITherm55376.2025.11235809","2-s2.0-105029520674"
"","","","packaging","2025","Fast Machine Learning Based Prediction for Temperature Simulation Using Compact Models","Proceedings Design Automation and Test in Europe Date","classical_ml","calibration:compact model","5","10.23919/DATE64628.2025.10993231","2-s2.0-105006885420"
"","","","packaging","2025","Fast and Accurate Machine Learning Prediction of Back-End-of-Line Thermal Resistances in Backside Power Delivery and Chiplet Architectures","Proceedings Electronic Components and Technology Conference","classical_ml","power_analysis:power delivery","3","10.1109/ECTC51687.2025.00269","2-s2.0-105010576181"
"","","","packaging","2025","Hierarchical Power Co-Optimization and Management for LLM Chiplet Designs","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","llm_foundation_models","design_space_exploration:co-optimization","0","10.1145/3676536.3676740","2-s2.0-105003630007"
"","","","packaging","2025","ILP-Driven FPGA Multiplier Synthesis: A Scalable Framework for Area-Latency Co-Optimization","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","symbolic_reasoning","design_space_exploration:co-optimization","1","10.1109/ICCAD66269.2025.11240978","2-s2.0-105029354563"
"","","","packaging","2025","PPA-Aware Tier Partitioning for 3D IC Placement with ILP Formulation","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","symbolic_reasoning","placement:placement","1","10.1145/3658617.3697733","2-s2.0-105000268333"
"","","","packaging","2025","Tasa: Thermal-aware 3D-Stacked Architecture Design with Bandwidth Sharing for LLM Inference","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","llm_foundation_models","thermal_management:thermal-aware","4","10.1109/ICCAD66269.2025.11240805","2-s2.0-105029377536"
"","","","packaging","2026","AI-Driven Inverse Design and Vision Fusion Framework for Automated Signal Integrity Optimization of Organic RDL Interposers","Proceedings Electronic Components and Technology Conference","general_ml_signals","calibration:signal integrity","0","10.1109/ECTC51846.2026.00126","2-s2.0-105042917409"
"","","","packaging","2026","Focus Session: What the Fuzz! Pushing Beyond Randomness in Hardware Security with Generative AI","Proceedings Design Automation and Test in Europe Date","llm_foundation_models","security_analysis:hardware security","0","10.23919/DATE69613.2026.11539510","2-s2.0-105041924687"
"","","","packaging","2026","Φ-BO: Physics-Informed Bayesian Optimization for Multi-Port Decoupling Capacitor Placement in 2.5-D Chiplets","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","bayesian_probabilistic","placement:placement","0","10.1109/ASP-DAC66049.2026.11420817","2-s2.0-105041707667"
"","","","transit","2015","Hardware Trojan detection for gate-level ICs using signal correlation based clustering","Proceedings Design Automation and Test in Europe Date","classical_ml","security_analysis:hardware trojan","80","10.7873/date.2015.0365","2-s2.0-84945953724"
"","","","transit","2016","Efficient Attack on Non-linear Current Mirror PUF with Genetic Algorithm","Proceedings of the Asian Test Symposium","evolutionary_optimization","security_analysis:puf","34","10.1109/ATS.2016.21","2-s2.0-85010192978"
"","","","transit","2018","A machine learning attack resistant multi-PUF design on FPGA","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","classical_ml","security_analysis:puf","76","10.1109/ASPDAC.2018.8297289","2-s2.0-85045314816"
"","","","transit","2018","Scalable Hardware Trojan Activation by Interleaving Concrete Simulation and Symbolic Execution","Proceedings International Test Conference","symbolic_reasoning","security_analysis:hardware trojan","47","10.1109/TEST.2018.8624854","2-s2.0-85062397592"
"","","","transit","2019","Machine Learning Assisted Accurate Estimation of Usage Duration and Manufacturer for Recycled and Counterfeit Flash Memory Detection","Proceedings of the Asian Test Symposium","classical_ml","security_analysis:counterfeit","8","10.1109/ATS47505.2019.000-1","2-s2.0-85078341210"
"","","","transit","2019","Machine-Learning-Based Multiple Abstraction-Level Detection of Hardware Trojan Inserted at Register-Transfer Level","Proceedings of the Asian Test Symposium","general_ml_signals","security_analysis:hardware trojan","11","10.1109/ATS47505.2019.00018","2-s2.0-85078343218"
"","","","transit","2020","Sequence Triggered Hardware Trojan in Neural Network Accelerator","Proceedings of the IEEE VLSI Test Symposium","deep_learning","security_analysis:hardware trojan","23","10.1109/VTS48691.2020.9107582","2-s2.0-85086498658"
"","","","transit","2021","Automated Test Generation for Hardware Trojan Detection using Reinforcement Learning","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","reinforcement_learning","test_generation:test generation; security_analysis:hardware trojan","109","10.1145/3394885.3431595","2-s2.0-85100550068"
"","","","transit","2021","GNN4TJ: Graph Neural Networks for Hardware Trojan Detection at Register Transfer Level","Proceedings Design Automation and Test in Europe Date","deep_learning; graph_neural_networks","security_analysis:hardware trojan","124","10.23919/DATE51398.2021.9474174","2-s2.0-85111042033"
"","","","transit","2022","A Threshold based Hardware Trojan Detection Technique Using XGBoost Algorithm","6th IEEE International Test Conference India Itc India 2022","classical_ml","security_analysis:hardware trojan","4","10.1109/ITCIndia202255192.2022.9854735","2-s2.0-85137174850"
"","","","transit","2022","Design of AI Trojans for Evading Machine Learning-based Detection of Hardware Trojans","Proceedings of the 2022 Design Automation and Test in Europe Conference and Exhibition Date 2022","classical_ml; general_ml_signals","security_analysis:hardware trojan","16","10.23919/DATE54114.2022.9774654","2-s2.0-85130782806"
"","","","transit","2022","Performance Enhancement of Unsupervised Hardware Trojan Detection Algorithm using Clustering-based Local Outlier Factor Technique for Design Security","6th IEEE International Test Conference India Itc India 2022","classical_ml","security_analysis:hardware trojan","9","10.1109/ITCIndia202255192.2022.9854569","2-s2.0-85137175616"
"","","","transit","2023","Automated Hardware Trojan Detection at LUT Using Explainable Graph Neural Networks","IEEE ACM International Conference on Computer Aided Design Digest of Technical Papers Iccad","deep_learning; graph_neural_networks","security_analysis:hardware trojan","11","10.1109/ICCAD57390.2023.10323915","2-s2.0-85181400921"
"","","","transit","2024","PATROL: An Evolutionary APproach to Automatic Test Pattern Generation for Hardware TROjan Detection Leveraging PSO-GA Hybrid Techniques","Proceedings of the Asian Test Symposium","evolutionary_optimization","test_generation:test pattern; security_analysis:hardware trojan","3","10.1109/ATS64447.2024.10915294","2-s2.0-105001104064"
"","","","transit","2026","SCPrompt: Semantic Compression and Prompt-Guided LLM Reasoning for RTL Trojan Detection","Proceedings of the Asia and South Pacific Design Automation Conference ASP DAC","llm_foundation_models","logic_synthesis:rtl; security_analysis:trojan detection","0","10.1109/ASP-DAC66049.2026.11420457","2-s2.0-105041713564"
